date,o3,no,no2,co,pm10,pm2.5,code
2018-10-01 00:00:00,,,,,,,263
2018-10-01 01:00:00,22.0,,,0.6,30.0,,263
2018-10-01 02:00:00,25.0,1.0,23.0,0.5,23.0,,263
2018-10-01 03:00:00,26.0,1.0,19.0,0.5,4.0,,263
2018-10-01 04:00:00,26.0,1.0,19.0,0.4,14.0,,263
2018-10-01 05:00:00,19.0,9.0,27.0,,24.0,,263
2018-10-01 06:00:00,,29.0,42.0,0.6,15.0,,263
2018-10-01 07:00:00,5.0,46.0,47.0,0.9,28.0,,263
2018-10-01 08:00:00,3.0,58.0,51.0,1.1,25.0,,263
2018-10-01 09:00:00,7.0,46.0,51.0,1.0,27.0,,263
2018-10-01 10:00:00,24.0,18.0,33.0,0.7,41.0,,263
2018-10-01 11:00:00,28.0,19.0,36.0,0.7,27.0,,263
2018-10-01 12:00:00,49.0,12.0,30.0,0.6,29.0,,263
2018-10-01 13:00:00,70.0,7.0,27.0,0.6,23.0,,263
2018-10-01 14:00:00,82.0,7.0,28.0,0.6,29.0,,263
2018-10-01 15:00:00,80.0,7.0,35.0,0.6,31.0,,263
2018-10-01 16:00:00,75.0,5.0,31.0,0.5,26.0,,263
2018-10-01 17:00:00,50.0,10.0,45.0,0.6,24.0,,263
2018-10-01 18:00:00,24.0,25.0,67.0,1.0,18.0,,263
2018-10-01 19:00:00,4.0,57.0,92.0,1.5,24.0,,263
2018-10-01 20:00:00,1.0,72.0,90.0,1.5,26.0,,263
2018-10-01 21:00:00,1.0,87.0,88.0,1.3,18.0,,263
2018-10-01 22:00:00,1.0,64.0,77.0,1.2,28.0,,263
2018-10-01 23:00:00,2.0,35.0,63.0,1.0,23.0,,263
2018-10-02 00:00:00,10.0,16.0,50.0,0.8,29.0,,263
2018-10-02 01:00:00,9.0,,,0.5,19.0,,263
2018-10-02 02:00:00,13.0,2.0,41.0,0.5,18.0,,263
2018-10-02 03:00:00,17.0,1.0,34.0,0.5,35.0,,263
2018-10-02 04:00:00,18.0,3.0,34.0,0.5,27.0,,263
2018-10-02 05:00:00,10.0,15.0,40.0,,22.0,,263
2018-10-02 06:00:00,,56.0,53.0,0.7,31.0,,263
2018-10-02 07:00:00,4.0,64.0,55.0,0.8,25.0,,263
2018-10-02 08:00:00,12.0,47.0,50.0,0.9,30.0,,263
2018-10-02 09:00:00,30.0,23.0,47.0,0.7,31.0,,263
2018-10-02 10:00:00,51.0,17.0,54.0,0.6,20.0,,263
2018-10-02 11:00:00,76.0,7.0,30.0,0.5,27.0,,263
2018-10-02 12:00:00,93.0,6.0,27.0,0.4,12.0,,263
2018-10-02 13:00:00,115.0,4.0,29.0,0.5,13.0,,263
2018-10-02 14:00:00,103.0,5.0,36.0,0.6,21.0,,263
2018-10-02 15:00:00,111.0,2.0,26.0,0.5,4.0,,263
2018-10-02 16:00:00,136.0,0.0,20.0,0.4,28.0,,263
2018-10-02 17:00:00,97.0,0.0,33.0,0.5,29.0,,263
2018-10-02 18:00:00,76.0,0.0,31.0,0.6,30.0,,263
2018-10-02 19:00:00,78.0,0.0,32.0,0.6,38.0,,263
2018-10-02 20:00:00,84.0,2.0,33.0,0.6,36.0,,263
2018-10-02 21:00:00,68.0,2.0,48.0,0.8,39.0,,263
2018-10-02 22:00:00,53.0,1.0,55.0,0.7,57.0,,263
2018-10-02 23:00:00,46.0,2.0,54.0,0.8,48.0,,263
2018-10-03 00:00:00,36.0,0.0,60.0,0.8,54.0,,263
2018-10-03 01:00:00,41.0,,,0.7,41.0,,263
2018-10-03 02:00:00,34.0,1.0,50.0,0.7,47.0,,263
2018-10-03 03:00:00,16.0,2.0,55.0,0.7,32.0,,263
2018-10-03 04:00:00,9.0,1.0,47.0,0.7,41.0,,263
2018-10-03 05:00:00,2.0,16.0,53.0,,40.0,,263
2018-10-03 06:00:00,,61.0,58.0,0.9,40.0,,263
