date,tc,rh,sr,ws,wd,code
2018-10-01 00:00:00,,,,,,263
2018-10-01 01:00:00,19.1,94.0,0.0,1.1,338.0,263
2018-10-01 02:00:00,18.9,95.0,0.0,1.2,22.0,263
2018-10-01 03:00:00,18.8,94.0,0.0,1.5,343.0,263
2018-10-01 04:00:00,18.7,94.0,0.0,1.5,346.0,263
2018-10-01 05:00:00,18.7,94.0,0.0,1.5,348.0,263
2018-10-01 06:00:00,18.8,94.0,0.0,1.0,320.0,263
2018-10-01 07:00:00,19.1,93.0,17.0,1.0,352.0,263
2018-10-01 08:00:00,19.4,93.0,38.0,1.0,351.0,263
2018-10-01 09:00:00,20.1,92.0,126.0,1.7,33.0,263
2018-10-01 10:00:00,21.3,86.0,270.0,2.1,20.0,263
2018-10-01 11:00:00,22.5,82.0,324.0,2.3,0.0,263
2018-10-01 12:00:00,24.0,73.0,352.0,2.4,335.0,263
2018-10-01 13:00:00,24.3,66.0,365.0,3.4,347.0,263
2018-10-01 14:00:00,24.6,65.0,330.0,3.5,347.0,263
2018-10-01 15:00:00,24.6,65.0,169.0,3.1,350.0,263
2018-10-01 16:00:00,22.5,76.0,38.0,2.9,240.0,263
2018-10-01 17:00:00,20.4,84.0,147.0,1.1,58.0,263
2018-10-01 18:00:00,21.4,80.0,84.0,1.8,27.0,263
2018-10-01 19:00:00,20.9,82.0,0.0,1.3,24.0,263
2018-10-01 20:00:00,20.5,86.0,0.0,1.2,344.0,263
2018-10-01 21:00:00,20.2,89.0,0.0,0.9,339.0,263
2018-10-01 22:00:00,19.8,90.0,0.0,1.1,331.0,263
2018-10-01 23:00:00,19.5,91.0,0.0,1.4,335.0,263
2018-10-02 00:00:00,19.2,90.0,0.0,1.8,344.0,263
2018-10-02 01:00:00,18.9,91.0,0.0,1.6,351.0,263
2018-10-02 02:00:00,18.5,92.0,0.0,1.7,343.0,263
2018-10-02 03:00:00,18.3,92.0,0.0,1.4,349.0,263
2018-10-02 04:00:00,18.3,93.0,0.0,1.1,343.0,263
2018-10-02 05:00:00,18.4,91.0,0.0,1.1,321.0,263
2018-10-02 06:00:00,18.3,92.0,0.0,1.8,17.0,263
2018-10-02 07:00:00,18.6,91.0,49.0,1.7,335.0,263
