date,o3,no,no2,co,pm10,pm2.5,code
2018-10-01 00:00:00,,,,,,,87
2018-10-01 01:00:00,7.0,,,,18.0,,87
2018-10-01 02:00:00,2.0,24.0,50.0,,24.0,,87
2018-10-01 03:00:00,2.0,36.0,45.0,,19.0,,87
2018-10-01 04:00:00,3.0,27.0,39.0,,17.0,,87
2018-10-01 05:00:00,3.0,37.0,36.0,,19.0,,87
2018-10-01 06:00:00,,49.0,32.0,,21.0,,87
2018-10-01 07:00:00,3.0,41.0,33.0,,16.0,,87
2018-10-01 08:00:00,3.0,65.0,36.0,,27.0,,87
2018-10-01 09:00:00,3.0,115.0,46.0,,24.0,,87
2018-10-01 10:00:00,3.0,102.0,45.0,,35.0,,87
2018-10-01 11:00:00,4.0,120.0,57.0,,41.0,,87
2018-10-01 12:00:00,17.0,39.0,42.0,,25.0,,87
2018-10-01 13:00:00,38.0,4.0,21.0,,12.0,,87
2018-10-01 14:00:00,33.0,7.0,30.0,,25.0,,87
2018-10-01 15:00:00,33.0,6.0,37.0,,14.0,,87
2018-10-01 16:00:00,39.0,10.0,63.0,,31.0,,87
2018-10-01 17:00:00,52.0,6.0,51.0,,26.0,,87
2018-10-01 18:00:00,30.0,15.0,57.0,,40.0,,87
2018-10-01 19:00:00,15.0,9.0,49.0,,54.0,,87
2018-10-01 20:00:00,2.0,79.0,63.0,,213.0,,87
2018-10-01 21:00:00,2.0,84.0,58.0,,80.0,,87
2018-10-01 22:00:00,3.0,107.0,51.0,,49.0,,87
2018-10-01 23:00:00,7.0,106.0,45.0,,39.0,,87
2018-10-02 00:00:00,13.0,89.0,51.0,,48.0,,87
2018-10-02 01:00:00,28.0,,,,18.0,,87
2018-10-02 02:00:00,43.0,0.0,31.0,,19.0,,87
2018-10-02 03:00:00,38.0,0.0,31.0,,26.0,,87
2018-10-02 04:00:00,37.0,0.0,31.0,,27.0,,87
2018-10-02 05:00:00,38.0,0.0,28.0,,12.0,,87
2018-10-02 06:00:00,,0.0,22.0,,29.0,,87
2018-10-02 07:00:00,38.0,3.0,32.0,,17.0,,87
2018-10-02 08:00:00,26.0,13.0,47.0,,17.0,,87
2018-10-02 09:00:00,30.0,13.0,39.0,,40.0,,87
2018-10-02 10:00:00,51.0,7.0,32.0,,41.0,,87
2018-10-02 11:00:00,84.0,2.0,16.0,,41.0,,87
2018-10-02 12:00:00,91.0,1.0,10.0,,18.0,,87
2018-10-02 13:00:00,89.0,1.0,11.0,,30.0,,87
2018-10-02 14:00:00,84.0,1.0,11.0,,26.0,,87
2018-10-02 15:00:00,78.0,0.0,12.0,,18.0,,87
2018-10-02 16:00:00,70.0,0.0,12.0,,23.0,,87
2018-10-02 17:00:00,62.0,2.0,17.0,,20.0,,87
2018-10-02 18:00:00,54.0,3.0,25.0,,25.0,,87
2018-10-02 19:00:00,47.0,1.0,25.0,,14.0,,87
2018-10-02 20:00:00,42.0,2.0,24.0,,34.0,,87
2018-10-02 21:00:00,33.0,2.0,34.0,,38.0,,87
2018-10-02 22:00:00,26.0,1.0,34.0,,29.0,,87
2018-10-02 23:00:00,26.0,0.0,33.0,,22.0,,87
2018-10-03 00:00:00,26.0,1.0,29.0,,26.0,,87
2018-10-03 01:00:00,33.0,,,,28.0,,87
2018-10-03 02:00:00,29.0,1.0,20.0,,25.0,,87
2018-10-03 03:00:00,33.0,1.0,18.0,,31.0,,87
2018-10-03 04:00:00,4.0,16.0,43.0,,12.0,,87
2018-10-03 05:00:00,5.0,30.0,38.0,,27.0,,87
2018-10-03 06:00:00,,44.0,35.0,,20.0,,87
2018-10-03 07:00:00,2.0,73.0,41.0,,23.0,,87
2018-10-03 08:00:00,22.0,15.0,29.0,,30.0,,87
2018-10-03 09:00:00,41.0,5.0,18.0,,19.0,,87
2018-10-03 10:00:00,44.0,10.0,27.0,,24.0,,87
2018-10-03 11:00:00,45.0,8.0,29.0,,57.0,,87
2018-10-03 12:00:00,65.0,5.0,30.0,,57.0,,87
2018-10-03 13:00:00,82.0,3.0,32.0,,44.0,,87
2018-10-03 14:00:00,74.0,1.0,17.0,,39.0,,87
2018-10-03 15:00:00,56.0,1.0,11.0,,34.0,,87
2018-10-03 16:00:00,50.0,1.0,15.0,,18.0,,87
2018-10-03 17:00:00,54.0,2.0,14.0,,40.0,,87
2018-10-03 18:00:00,47.0,2.0,21.0,,2.0,,87
2018-10-03 19:00:00,41.0,2.0,39.0,,23.0,,87
2018-10-03 20:00:00,27.0,8.0,57.0,,28.0,,87
2018-10-03 21:00:00,4.0,29.0,62.0,,21.0,,87
