date,o3,no,no2,co,pm10,pm2.5,code
2018-10-01 00:00:00,,,,,,,73
2018-10-01 01:00:00,,9.0,48.0,0.5,21.0,12.0,73
2018-10-01 02:00:00,,42.0,70.0,0.8,23.0,16.0,73
2018-10-01 03:00:00,,54.0,72.0,0.7,31.0,20.0,73
2018-10-01 04:00:00,,36.0,64.0,0.5,21.0,17.0,73
2018-10-01 05:00:00,,,,0.6,27.0,17.0,73
2018-10-01 06:00:00,,42.0,62.0,0.8,26.0,18.0,73
2018-10-01 07:00:00,,71.0,67.0,1.0,25.0,15.0,73
2018-10-01 08:00:00,,47.0,65.0,1.0,31.0,18.0,73
2018-10-01 09:00:00,,53.0,73.0,1.1,37.0,19.0,73
2018-10-01 10:00:00,,37.0,67.0,1.0,30.0,22.0,73
2018-10-01 11:00:00,,26.0,55.0,0.8,41.0,14.0,73
2018-10-01 12:00:00,,24.0,63.0,0.7,34.0,20.0,73
2018-10-01 13:00:00,,16.0,63.0,0.9,32.0,25.0,73
2018-10-01 14:00:00,,14.0,65.0,0.8,26.0,21.0,73
2018-10-01 15:00:00,,18.0,78.0,1.0,32.0,22.0,73
2018-10-01 16:00:00,,25.0,84.0,1.1,34.0,14.0,73
2018-10-01 17:00:00,,15.0,72.0,0.8,27.0,23.0,73
2018-10-01 18:00:00,,15.0,77.0,0.9,16.0,3.0,73
2018-10-01 19:00:00,,17.0,92.0,1.1,23.0,17.0,73
2018-10-01 20:00:00,,27.0,95.0,1.2,20.0,14.0,73
2018-10-01 21:00:00,,93.0,100.0,1.8,31.0,13.0,73
2018-10-01 22:00:00,,117.0,99.0,1.9,33.0,24.0,73
2018-10-01 23:00:00,,133.0,93.0,2.1,42.0,20.0,73
2018-10-02 00:00:00,,95.0,89.0,1.5,50.0,25.0,73
2018-10-02 01:00:00,,55.0,83.0,0.9,41.0,27.0,73
2018-10-02 02:00:00,,54.0,75.0,0.8,44.0,34.0,73
2018-10-02 03:00:00,,83.0,70.0,0.9,42.0,29.0,73
2018-10-02 04:00:00,,51.0,62.0,0.7,47.0,32.0,73
2018-10-02 05:00:00,,,,0.6,42.0,29.0,73
2018-10-02 06:00:00,,34.0,61.0,0.7,40.0,26.0,73
2018-10-02 07:00:00,,35.0,62.0,0.6,30.0,17.0,73
2018-10-02 08:00:00,,188.0,97.0,1.9,39.0,22.0,73
2018-10-02 09:00:00,,117.0,102.0,1.7,42.0,27.0,73
2018-10-02 10:00:00,,49.0,106.0,1.1,36.0,11.0,73
2018-10-02 11:00:00,,28.0,107.0,1.0,42.0,18.0,73
2018-10-02 12:00:00,,19.0,99.0,0.8,37.0,25.0,73
2018-10-02 13:00:00,,17.0,71.0,0.8,17.0,16.0,73
2018-10-02 14:00:00,,18.0,70.0,0.7,13.0,9.0,73
2018-10-02 15:00:00,,21.0,92.0,1.0,37.0,16.0,73
2018-10-02 16:00:00,,35.0,112.0,1.0,46.0,24.0,73
2018-10-02 17:00:00,,19.0,119.0,1.1,56.0,32.0,73
2018-10-02 18:00:00,,16.0,103.0,1.1,66.0,49.0,73
2018-10-02 19:00:00,,21.0,101.0,1.3,45.0,36.0,73
2018-10-02 20:00:00,,7.0,75.0,0.9,37.0,26.0,73
2018-10-02 21:00:00,,2.0,52.0,0.6,29.0,18.0,73
2018-10-02 22:00:00,,3.0,57.0,0.6,28.0,23.0,73
2018-10-02 23:00:00,,3.0,59.0,0.6,41.0,27.0,73
2018-10-03 00:00:00,,2.0,61.0,0.6,45.0,37.0,73
2018-10-03 01:00:00,,3.0,52.0,0.5,40.0,39.0,73
2018-10-03 02:00:00,,4.0,64.0,0.5,48.0,33.0,73
2018-10-03 03:00:00,,1.0,44.0,0.5,37.0,30.0,73
2018-10-03 04:00:00,,6.0,62.0,0.4,32.0,22.0,73
2018-10-03 05:00:00,,,,0.5,36.0,25.0,73
2018-10-03 06:00:00,,3.0,50.0,0.6,39.0,25.0,73
2018-10-03 07:00:00,,10.0,65.0,0.7,45.0,32.0,73
2018-10-03 08:00:00,,15.0,75.0,0.8,38.0,24.0,73
2018-10-03 09:00:00,,26.0,92.0,1.0,36.0,17.0,73
2018-10-03 10:00:00,,22.0,88.0,0.9,38.0,18.0,73
2018-10-03 11:00:00,,16.0,83.0,0.9,25.0,20.0,73
2018-10-03 12:00:00,,9.0,74.0,0.7,40.0,22.0,73
2018-10-03 13:00:00,,11.0,74.0,0.8,28.0,17.0,73
2018-10-03 14:00:00,,9.0,71.0,0.8,33.0,15.0,73
2018-10-03 15:00:00,,24.0,109.0,1.1,48.0,28.0,73
2018-10-03 16:00:00,,51.0,91.0,1.0,62.0,34.0,73
2018-10-03 17:00:00,,36.0,68.0,0.9,26.0,24.0,73
2018-10-03 18:00:00,,30.0,62.0,1.1,13.0,7.0,73
2018-10-03 19:00:00,,34.0,67.0,1.0,11.0,7.0,73
2018-10-03 20:00:00,,7.0,49.0,0.7,7.0,3.0,73
2018-10-03 21:00:00,,5.0,50.0,0.7,9.0,7.0,73
2018-10-03 22:00:00,,8.0,56.0,0.6,19.0,13.0,73
2018-10-03 23:00:00,,8.0,45.0,0.6,16.0,15.0,73
2018-10-04 00:00:00,,5.0,40.0,0.5,16.0,4.0,73
2018-10-04 01:00:00,,29.0,65.0,0.5,26.0,21.0,73
2018-10-04 02:00:00,,43.0,66.0,0.6,24.0,19.0,73
2018-10-04 03:00:00,,36.0,61.0,0.6,35.0,25.0,73
2018-10-04 04:00:00,,25.0,53.0,0.4,32.0,31.0,73
2018-10-04 05:00:00,,,,0.5,34.0,29.0,73
2018-10-04 06:00:00,,51.0,63.0,0.7,42.0,35.0,73
2018-10-04 07:00:00,,90.0,71.0,1.0,27.0,20.0,73
2018-10-04 08:00:00,,87.0,70.0,1.2,19.0,15.0,73
2018-10-04 09:00:00,,43.0,50.0,1.0,13.0,4.0,73
2018-10-04 10:00:00,,58.0,54.0,1.0,17.0,3.0,73
2018-10-04 11:00:00,,56.0,57.0,0.8,9.0,6.0,73
2018-10-04 12:00:00,,50.0,56.0,0.7,11.0,3.0,73
2018-10-04 13:00:00,,46.0,62.0,0.7,12.0,4.0,73
2018-10-04 14:00:00,,43.0,57.0,0.6,13.0,5.0,73
2018-10-04 15:00:00,,51.0,58.0,0.7,12.0,5.0,73
2018-10-04 16:00:00,,42.0,54.0,0.7,12.0,11.0,73
2018-10-04 17:00:00,,66.0,68.0,0.9,19.0,7.0,73
2018-10-04 18:00:00,,54.0,64.0,0.9,6.0,7.0,73
2018-10-04 19:00:00,,70.0,75.0,1.1,15.0,9.0,73
2018-10-04 20:00:00,,61.0,70.0,1.0,10.0,8.0,73
2018-10-04 21:00:00,,50.0,68.0,0.7,7.0,6.0,73
2018-10-04 22:00:00,,93.0,79.0,0.7,12.0,7.0,73
2018-10-04 23:00:00,,95.0,81.0,0.7,14.0,14.0,73
2018-10-05 00:00:00,,57.0,60.0,0.5,17.0,17.0,73
2018-10-05 01:00:00,,48.0,58.0,0.4,15.0,9.0,73
2018-10-05 02:00:00,,32.0,50.0,0.2,15.0,8.0,73
2018-10-05 03:00:00,,19.0,43.0,0.2,9.0,4.0,73
2018-10-05 04:00:00,,26.0,46.0,0.2,12.0,9.0,73
2018-10-05 05:00:00,,,,0.3,10.0,12.0,73
2018-10-05 06:00:00,,49.0,52.0,0.6,14.0,6.0,73
2018-10-05 07:00:00,,89.0,68.0,0.8,12.0,8.0,73
2018-10-05 08:00:00,,121.0,78.0,1.0,9.0,13.0,73
2018-10-05 09:00:00,,102.0,78.0,1.0,13.0,7.0,73
2018-10-05 10:00:00,,70.0,69.0,0.9,15.0,8.0,73
2018-10-05 11:00:00,,68.0,68.0,0.9,12.0,11.0,73
2018-10-05 12:00:00,,64.0,66.0,0.8,14.0,10.0,73
2018-10-05 13:00:00,,116.0,83.0,1.0,20.0,19.0,73
2018-10-05 14:00:00,,90.0,76.0,1.0,27.0,13.0,73
2018-10-05 15:00:00,,88.0,77.0,0.9,27.0,14.0,73
2018-10-05 16:00:00,,84.0,73.0,0.9,27.0,21.0,73
2018-10-05 17:00:00,,88.0,73.0,1.1,23.0,13.0,73
