date,o3,no,no2,co,code
2014-09-26 23:00:00,37.0,36.0,38.0,,119
2014-09-27 00:00:00,18.0,67.0,47.0,,119
2014-09-27 01:00:00,15.0,49.0,47.0,,119
2014-09-27 02:00:00,1.0,117.0,57.0,,119
2014-09-27 03:00:00,10.0,,,,119
2014-09-27 04:00:00,47.0,2.0,23.0,,119
2014-09-27 05:00:00,29.0,31.0,44.0,,119
2014-09-27 06:00:00,,28.0,45.0,,119
2014-09-27 07:00:00,14.0,37.0,52.0,,119
2014-09-27 08:00:00,5.0,86.0,65.0,,119
2014-09-27 09:00:00,11.0,76.0,54.0,,119
2014-09-27 10:00:00,17.0,20.0,48.0,,119
2014-09-27 11:00:00,9.0,37.0,53.0,,119
2014-09-27 12:00:00,11.0,81.0,53.0,,119
2014-09-27 13:00:00,7.0,94.0,69.0,,119
2014-09-27 14:00:00,9.0,111.0,62.0,,119
2014-09-27 15:00:00,19.0,72.0,57.0,,119
2014-09-27 16:00:00,10.0,112.0,71.0,,119
2014-09-27 17:00:00,4.0,107.0,64.0,,119
2014-09-27 18:00:00,18.0,17.0,47.0,,119
2014-09-27 19:00:00,23.0,21.0,50.0,,119
2014-09-27 20:00:00,11.0,14.0,54.0,,119
2014-09-27 21:00:00,4.0,27.0,58.0,,119
2014-09-27 22:00:00,6.0,26.0,45.0,,119
2014-09-27 23:00:00,3.0,46.0,42.0,,119
2014-09-28 00:00:00,3.0,32.0,28.0,,119
2014-09-28 01:00:00,1.0,45.0,32.0,,119
2014-09-28 02:00:00,4.0,24.0,25.0,,119
2014-09-28 03:00:00,5.0,,,,119
2014-09-28 04:00:00,1.0,56.0,25.0,,119
2014-09-28 05:00:00,1.0,46.0,23.0,,119
2014-09-28 06:00:00,,57.0,23.0,,119
2014-09-28 07:00:00,1.0,49.0,20.0,,119
2014-09-28 08:00:00,3.0,31.0,34.0,,119
2014-09-28 09:00:00,14.0,13.0,38.0,,119
2014-09-28 10:00:00,,,,,119
2014-09-28 11:00:00,31.0,12.0,33.0,,119
2014-09-28 12:00:00,28.0,10.0,36.0,,119
2014-09-28 13:00:00,23.0,33.0,42.0,,119
2014-09-28 14:00:00,41.0,5.0,10.0,,119
2014-09-28 15:00:00,41.0,12.0,18.0,,119
2014-09-28 16:00:00,42.0,3.0,12.0,,119
2014-09-28 17:00:00,42.0,7.0,17.0,,119
2014-09-28 18:00:00,34.0,15.0,30.0,,119
2014-09-28 19:00:00,36.0,9.0,27.0,,119
2014-09-28 20:00:00,28.0,1.0,26.0,,119
2014-09-28 21:00:00,6.0,24.0,42.0,,119
2014-09-28 22:00:00,4.0,13.0,27.0,,119
2014-09-28 23:00:00,2.0,26.0,27.0,,119
2014-09-29 00:00:00,0.0,54.0,34.0,,119
2014-09-29 01:00:00,0.0,31.0,26.0,,119
2014-09-29 02:00:00,0.0,29.0,21.0,,119
2014-09-29 03:00:00,0.0,,,,119
2014-09-29 04:00:00,0.0,20.0,17.0,,119
2014-09-29 05:00:00,0.0,49.0,19.0,,119
2014-09-29 06:00:00,,62.0,20.0,,119
2014-09-29 07:00:00,1.0,77.0,31.0,,119
2014-09-29 08:00:00,2.0,68.0,45.0,,119
2014-09-29 09:00:00,2.0,56.0,46.0,,119
2014-09-29 10:00:00,4.0,74.0,47.0,,119
2014-09-29 11:00:00,4.0,67.0,61.0,,119
2014-09-29 12:00:00,16.0,19.0,50.0,,119
2014-09-29 13:00:00,24.0,5.0,26.0,,119
2014-09-29 14:00:00,17.0,14.0,39.0,,119
2014-09-29 15:00:00,14.0,38.0,35.0,,119
2014-09-29 16:00:00,23.0,42.0,40.0,,119
2014-09-29 17:00:00,14.0,80.0,63.0,,119
2014-09-29 18:00:00,6.0,53.0,38.0,,119
2014-09-29 19:00:00,3.0,57.0,35.0,,119
2014-09-29 20:00:00,2.0,46.0,36.0,,119
2014-09-29 21:00:00,6.0,36.0,41.0,,119
2014-09-29 22:00:00,19.0,17.0,37.0,,119
2014-09-29 23:00:00,24.0,11.0,28.0,,119
2014-09-30 00:00:00,19.0,26.0,41.0,,119
2014-09-30 01:00:00,14.0,20.0,49.0,,119
2014-09-30 02:00:00,27.0,11.0,36.0,,119
2014-09-30 03:00:00,21.0,,,,119
2014-09-30 04:00:00,8.0,26.0,52.0,,119
2014-09-30 05:00:00,0.0,85.0,40.0,,119
2014-09-30 06:00:00,,94.0,31.0,,119
2014-09-30 07:00:00,2.0,28.0,30.0,,119
2014-09-30 08:00:00,4.0,68.0,36.0,,119
2014-09-30 09:00:00,5.0,72.0,49.0,,119
2014-09-30 10:00:00,20.0,40.0,49.0,,119
2014-09-30 11:00:00,21.0,38.0,63.0,,119
2014-09-30 12:00:00,20.0,37.0,73.0,,119
2014-09-30 13:00:00,24.0,39.0,62.0,,119
2014-09-30 14:00:00,25.0,28.0,63.0,,119
2014-09-30 15:00:00,34.0,10.0,50.0,,119
2014-09-30 16:00:00,34.0,18.0,44.0,,119
2014-09-30 17:00:00,23.0,27.0,61.0,,119
2014-09-30 18:00:00,18.0,17.0,59.0,,119
2014-09-30 19:00:00,21.0,6.0,47.0,,119
2014-09-30 20:00:00,1.0,96.0,49.0,,119
2014-09-30 21:00:00,2.0,93.0,54.0,,119
2014-09-30 22:00:00,0.0,94.0,34.0,,119
2014-09-30 23:00:00,0.0,91.0,32.0,,119
2014-10-01 00:00:00,0.0,84.0,38.0,,119
