date,o3,no,no2,co,pm10,pm2.5,code
2018-10-01 00:00:00,,,,,,,119
2018-10-01 01:00:00,9.0,,,,34.0,,119
2018-10-01 02:00:00,1.0,27.0,34.0,,48.0,,119
2018-10-01 03:00:00,1.0,57.0,41.0,,36.0,,119
2018-10-01 04:00:00,1.0,82.0,57.0,,45.0,,119
2018-10-01 05:00:00,8.0,52.0,50.0,,50.0,,119
2018-10-01 06:00:00,,111.0,66.0,,31.0,,119
2018-10-01 07:00:00,9.0,84.0,69.0,,34.0,,119
2018-10-01 08:00:00,2.0,85.0,50.0,,37.0,,119
2018-10-01 09:00:00,2.0,123.0,57.0,,40.0,,119
2018-10-01 10:00:00,2.0,155.0,69.0,,52.0,,119
2018-10-01 11:00:00,4.0,144.0,75.0,,58.0,,119
2018-10-01 12:00:00,17.0,69.0,91.0,,42.0,,119
2018-10-01 13:00:00,23.0,29.0,81.0,,65.0,,119
2018-10-01 14:00:00,15.0,49.0,104.0,,48.0,,119
2018-10-01 15:00:00,18.0,40.0,77.0,,61.0,,119
2018-10-01 16:00:00,19.0,38.0,81.0,,61.0,,119
2018-10-01 17:00:00,7.0,56.0,92.0,,70.0,,119
2018-10-01 18:00:00,4.0,84.0,91.0,,55.0,,119
2018-10-01 19:00:00,3.0,95.0,90.0,,48.0,,119
2018-10-01 20:00:00,27.0,42.0,73.0,,19.0,,119
2018-10-01 21:00:00,27.0,39.0,71.0,,9.0,,119
2018-10-01 22:00:00,20.0,52.0,77.0,,18.0,,119
2018-10-01 23:00:00,31.0,34.0,62.0,,30.0,,119
2018-10-02 00:00:00,42.0,18.0,44.0,,19.0,,119
2018-10-02 01:00:00,44.0,,,,22.0,,119
2018-10-02 02:00:00,39.0,14.0,33.0,,30.0,,119
2018-10-02 03:00:00,39.0,28.0,47.0,,21.0,,119
2018-10-02 04:00:00,40.0,39.0,50.0,,25.0,,119
2018-10-02 05:00:00,46.0,14.0,31.0,,25.0,,119
2018-10-02 06:00:00,,25.0,45.0,,28.0,,119
2018-10-02 07:00:00,41.0,26.0,47.0,,28.0,,119
2018-10-02 08:00:00,38.0,31.0,41.0,,23.0,,119
2018-10-02 09:00:00,29.0,58.0,61.0,,25.0,,119
2018-10-02 10:00:00,40.0,33.0,66.0,,38.0,,119
2018-10-02 11:00:00,73.0,14.0,57.0,,70.0,,119
2018-10-02 12:00:00,95.0,6.0,28.0,,45.0,,119
2018-10-02 13:00:00,106.0,2.0,15.0,,34.0,,119
2018-10-02 14:00:00,99.0,6.0,31.0,,42.0,,119
2018-10-02 15:00:00,75.0,2.0,27.0,,44.0,,119
2018-10-02 16:00:00,69.0,5.0,32.0,,30.0,,119
2018-10-02 17:00:00,47.0,9.0,51.0,,18.0,,119
2018-10-02 18:00:00,27.0,21.0,65.0,,12.0,,119
2018-10-02 19:00:00,15.0,19.0,50.0,,84.0,,119
2018-10-02 20:00:00,11.0,29.0,53.0,,31.0,,119
2018-10-02 21:00:00,5.0,46.0,72.0,,48.0,,119
2018-10-02 22:00:00,1.0,59.0,51.0,,51.0,,119
2018-10-02 23:00:00,1.0,61.0,48.0,,70.0,,119
2018-10-03 00:00:00,2.0,44.0,43.0,,37.0,,119
2018-10-03 01:00:00,1.0,,,,65.0,,119
2018-10-03 02:00:00,4.0,46.0,40.0,,56.0,,119
2018-10-03 03:00:00,5.0,23.0,33.0,,43.0,,119
2018-10-03 04:00:00,3.0,37.0,34.0,,42.0,,119
2018-10-03 05:00:00,1.0,62.0,39.0,,38.0,,119
2018-10-03 06:00:00,,64.0,35.0,,40.0,,119
2018-10-03 07:00:00,2.0,57.0,35.0,,60.0,,119
2018-10-03 08:00:00,5.0,40.0,50.0,,54.0,,119
2018-10-03 09:00:00,13.0,44.0,61.0,,55.0,,119
2018-10-03 10:00:00,16.0,27.0,58.0,,64.0,,119
2018-10-03 11:00:00,31.0,29.0,52.0,,43.0,,119
2018-10-03 12:00:00,37.0,26.0,65.0,,85.0,,119
2018-10-03 13:00:00,66.0,12.0,53.0,,85.0,,119
2018-10-03 14:00:00,70.0,12.0,66.0,,75.0,,119
2018-10-03 15:00:00,47.0,9.0,47.0,,63.0,,119
2018-10-03 16:00:00,33.0,23.0,58.0,,37.0,,119
2018-10-03 17:00:00,37.0,19.0,59.0,,27.0,,119
2018-10-03 18:00:00,27.0,22.0,65.0,,32.0,,119
2018-10-03 19:00:00,22.0,43.0,68.0,,22.0,,119
2018-10-03 20:00:00,38.0,15.0,37.0,,11.0,,119
2018-10-03 21:00:00,17.0,25.0,55.0,,0.0,,119
2018-10-03 22:00:00,1.0,49.0,81.0,,36.0,,119
2018-10-03 23:00:00,0.0,85.0,88.0,,50.0,,119
2018-10-04 00:00:00,0.0,56.0,64.0,,64.0,,119
2018-10-04 01:00:00,0.0,,,,51.0,,119
2018-10-04 02:00:00,0.0,,,,47.0,,119
2018-10-04 03:00:00,9.0,,,,44.0,,119
2018-10-04 04:00:00,22.0,,,,14.0,,119
2018-10-04 05:00:00,17.0,,,,30.0,,119
2018-10-04 06:00:00,,,,,28.0,,119
2018-10-04 07:00:00,31.0,,,,14.0,,119
2018-10-04 08:00:00,11.0,,,,15.0,,119
2018-10-04 09:00:00,24.0,,,,14.0,,119
2018-10-04 10:00:00,17.0,,,,10.0,,119
2018-10-04 11:00:00,28.0,,,,4.0,,119
2018-10-04 12:00:00,37.0,,,,8.0,,119
2018-10-04 13:00:00,46.0,,,,6.0,,119
2018-10-04 14:00:00,39.0,,,,2.0,,119
2018-10-04 15:00:00,43.0,,,,26.0,,119
2018-10-04 16:00:00,36.0,,,,28.0,,119
2018-10-04 17:00:00,22.0,,,,13.0,,119
2018-10-04 18:00:00,17.0,,,,24.0,,119
2018-10-04 19:00:00,11.0,,,,14.0,,119
2018-10-04 20:00:00,18.0,,,,23.0,,119
2018-10-04 21:00:00,14.0,,,,13.0,,119
2018-10-04 22:00:00,14.0,,,,12.0,,119
2018-10-04 23:00:00,10.0,,,,17.0,,119
2018-10-05 00:00:00,4.0,,,,14.0,,119
2018-10-05 01:00:00,7.0,,,,17.0,,119
2018-10-05 02:00:00,3.0,,,,31.0,,119
2018-10-05 03:00:00,12.0,,,,25.0,,119
2018-10-05 04:00:00,4.0,,,,20.0,,119
2018-10-05 05:00:00,10.0,,,,26.0,,119
2018-10-05 06:00:00,,,,,10.0,,119
2018-10-05 07:00:00,22.0,,,,5.0,,119
2018-10-05 08:00:00,25.0,,,,14.0,,119
