date,tc,rh,sr,ws,wd,code
2018-10-01 00:00:00,,,,,,269
2018-10-01 01:00:00,,,,,,269
2018-10-01 02:00:00,,,,,,269
2018-10-01 03:00:00,,,,,,269
2018-10-01 04:00:00,,,,,,269
2018-10-01 05:00:00,,,,,,269
2018-10-01 06:00:00,,,,,,269
2018-10-01 07:00:00,,,,,,269
2018-10-01 08:00:00,,,,,,269
2018-10-01 09:00:00,,,,,,269
2018-10-01 10:00:00,,,,,,269
2018-10-01 11:00:00,,,,,,269
2018-10-01 12:00:00,,,,,,269
2018-10-01 13:00:00,,,,,,269
2018-10-01 14:00:00,,,,,,269
2018-10-01 15:00:00,,,,,,269
2018-10-01 16:00:00,,,,,,269
2018-10-01 17:00:00,,,,,,269
2018-10-01 18:00:00,23.1,75.0,61.0,0.9,343.0,269
2018-10-01 19:00:00,21.3,83.0,1.0,0.8,326.0,269
2018-10-01 20:00:00,20.4,87.0,0.0,0.0,777.0,269
2018-10-01 21:00:00,19.8,91.0,0.0,0.0,777.0,269
2018-10-01 22:00:00,19.5,93.0,0.0,0.0,777.0,269
2018-10-01 23:00:00,19.2,95.0,0.0,0.0,777.0,269
2018-10-02 00:00:00,19.0,96.0,0.0,0.0,777.0,269
2018-10-02 01:00:00,19.2,96.0,0.0,1.2,302.0,269
2018-10-02 02:00:00,18.8,96.0,0.0,1.1,302.0,269
2018-10-02 03:00:00,18.4,95.0,0.0,0.8,309.0,269
2018-10-02 04:00:00,18.3,96.0,0.0,0.9,298.0,269
2018-10-02 05:00:00,18.0,96.0,0.0,0.0,777.0,269
2018-10-02 06:00:00,18.4,97.0,1.0,1.3,306.0,269
2018-10-02 07:00:00,18.8,96.0,41.0,1.0,301.0,269
2018-10-02 08:00:00,20.2,94.0,129.0,0.0,777.0,269
2018-10-02 09:00:00,23.7,74.0,548.0,1.3,314.0,269
2018-10-02 10:00:00,25.9,64.0,742.0,1.6,331.0,269
2018-10-02 11:00:00,27.6,56.0,862.0,1.9,310.0,269
2018-10-02 12:00:00,29.2,47.0,927.0,2.1,310.0,269
2018-10-02 13:00:00,30.2,42.0,872.0,1.9,312.0,269
2018-10-02 14:00:00,30.3,40.0,658.0,2.4,318.0,269
2018-10-02 15:00:00,29.1,50.0,280.0,2.3,146.0,269
2018-10-02 16:00:00,27.7,62.0,324.0,3.4,146.0,269
2018-10-02 17:00:00,24.2,82.0,138.0,3.4,150.0,269
2018-10-02 18:00:00,22.3,89.0,17.0,2.5,151.0,269
2018-10-02 19:00:00,21.8,89.0,1.0,2.1,152.0,269
