date,o3,no,no2,co,pm10,pm2.5,code
2018-09-01 00:00:00,,,,,,,279
2018-09-01 01:00:00,8.0,,,1.1,88.0,34.0,279
2018-09-01 02:00:00,20.0,5.0,41.0,0.8,92.0,43.0,279
2018-09-01 03:00:00,16.0,10.0,41.0,0.8,107.0,68.0,279
2018-09-01 04:00:00,9.0,25.0,41.0,1.2,121.0,78.0,279
2018-09-01 05:00:00,7.0,48.0,40.0,1.2,164.0,76.0,279
2018-09-01 06:00:00,8.0,36.0,42.0,1.0,206.0,115.0,279
2018-09-01 07:00:00,14.0,8.0,34.0,1.0,100.0,39.0,279
2018-09-01 08:00:00,19.0,13.0,33.0,0.9,55.0,8.0,279
2018-09-01 09:00:00,33.0,10.0,30.0,0.6,48.0,21.0,279
2018-09-01 10:00:00,51.0,6.0,26.0,0.5,68.0,34.0,279
2018-09-01 11:00:00,72.0,2.0,14.0,0.3,49.0,16.0,279
2018-09-01 12:00:00,84.0,1.0,9.0,0.3,33.0,9.0,279
2018-09-01 13:00:00,93.0,1.0,7.0,0.1,28.0,49.0,279
2018-09-01 14:00:00,95.0,1.0,8.0,0.1,27.0,31.0,279
2018-09-01 15:00:00,105.0,0.0,6.0,0.1,22.0,23.0,279
2018-09-01 16:00:00,102.0,1.0,11.0,0.1,31.0,25.0,279
2018-09-01 17:00:00,89.0,1.0,19.0,0.2,41.0,31.0,279
2018-09-01 18:00:00,68.0,2.0,27.0,0.5,68.0,37.0,279
2018-09-01 19:00:00,40.0,2.0,29.0,0.6,91.0,61.0,279
2018-09-01 20:00:00,30.0,1.0,32.0,0.6,69.0,35.0,279
2018-09-01 21:00:00,29.0,2.0,31.0,0.8,72.0,42.0,279
2018-09-01 22:00:00,34.0,2.0,28.0,0.7,58.0,32.0,279
2018-09-01 23:00:00,44.0,1.0,20.0,0.6,57.0,35.0,279
2018-09-02 00:00:00,45.0,1.0,19.0,0.6,44.0,31.0,279
2018-09-02 01:00:00,41.0,,,0.7,45.0,26.0,279
2018-09-02 02:00:00,38.0,0.0,19.0,0.6,52.0,23.0,279
2018-09-02 03:00:00,25.0,0.0,23.0,0.6,143.0,68.0,279
2018-09-02 04:00:00,34.0,0.0,18.0,0.5,137.0,49.0,279
2018-09-02 05:00:00,30.0,0.0,17.0,0.5,58.0,30.0,279
2018-09-02 06:00:00,24.0,1.0,18.0,0.5,89.0,50.0,279
2018-09-02 07:00:00,25.0,1.0,18.0,0.5,72.0,40.0,279
2018-09-02 08:00:00,36.0,3.0,19.0,0.5,60.0,45.0,279
2018-09-02 09:00:00,64.0,1.0,13.0,0.5,49.0,25.0,279
2018-09-02 10:00:00,77.0,1.0,12.0,0.5,60.0,18.0,279
2018-09-02 11:00:00,86.0,1.0,9.0,0.4,42.0,20.0,279
