date,o3,no,no2,co,pm10,pm2.5,code
2018-09-01 00:00:00,,,,,,,120
2018-09-01 01:00:00,,,,2.1,183.0,62.0,120
2018-09-01 02:00:00,,156.0,57.0,1.9,167.0,69.0,120
2018-09-01 03:00:00,,95.0,51.0,1.5,128.0,71.0,120
2018-09-01 04:00:00,,75.0,47.0,1.3,97.0,61.0,120
2018-09-01 05:00:00,,72.0,42.0,,91.0,60.0,120
2018-09-01 06:00:00,,96.0,40.0,1.2,99.0,60.0,120
2018-09-01 07:00:00,,150.0,42.0,1.5,87.0,57.0,120
2018-09-01 08:00:00,,231.0,57.0,2.1,133.0,65.0,120
2018-09-01 09:00:00,,163.0,104.0,1.9,130.0,72.0,120
2018-09-01 10:00:00,,91.0,96.0,1.3,93.0,48.0,120
2018-09-01 11:00:00,,26.0,48.0,0.8,50.0,23.0,120
2018-09-01 12:00:00,,15.0,59.0,0.9,109.0,62.0,120
2018-09-01 13:00:00,,15.0,48.0,0.8,112.0,94.0,120
2018-09-01 14:00:00,,19.0,48.0,0.8,97.0,83.0,120
2018-09-01 15:00:00,,20.0,34.0,0.5,57.0,44.0,120
2018-09-01 16:00:00,,21.0,33.0,0.4,33.0,31.0,120
2018-09-01 17:00:00,,16.0,39.0,0.5,14.0,27.0,120
2018-09-01 18:00:00,,12.0,30.0,0.6,19.0,48.0,120
2018-09-01 19:00:00,,18.0,37.0,0.7,46.0,35.0,120
2018-09-01 20:00:00,,21.0,50.0,0.9,32.0,27.0,120
2018-09-01 21:00:00,,28.0,62.0,1.0,36.0,22.0,120
2018-09-01 22:00:00,,23.0,57.0,0.9,43.0,26.0,120
2018-09-01 23:00:00,,14.0,50.0,0.7,47.0,28.0,120
2018-09-02 00:00:00,,20.0,47.0,0.8,43.0,24.0,120
2018-09-02 01:00:00,,,,0.8,77.0,14.0,120
2018-09-02 02:00:00,,26.0,62.0,0.8,84.0,32.0,120
2018-09-02 03:00:00,,23.0,63.0,0.7,67.0,49.0,120
2018-09-02 04:00:00,,10.0,49.0,0.6,68.0,42.0,120
2018-09-02 05:00:00,,8.0,39.0,,48.0,29.0,120
2018-09-02 06:00:00,,46.0,43.0,0.8,56.0,32.0,120
2018-09-02 07:00:00,,78.0,43.0,1.0,59.0,37.0,120
2018-09-02 08:00:00,,78.0,43.0,1.0,69.0,39.0,120
2018-09-02 09:00:00,,53.0,71.0,1.1,76.0,46.0,120
2018-09-02 10:00:00,,24.0,56.0,0.8,49.0,37.0,120
2018-09-02 11:00:00,,12.0,36.0,0.5,20.0,10.0,120
2018-09-02 12:00:00,,6.0,21.0,0.4,33.0,19.0,120
2018-09-02 13:00:00,,8.0,20.0,0.3,24.0,19.0,120
2018-09-02 14:00:00,,10.0,20.0,0.3,21.0,20.0,120
2018-09-02 15:00:00,,12.0,23.0,0.3,53.0,24.0,120
2018-09-02 16:00:00,,12.0,27.0,0.4,24.0,22.0,120
2018-09-02 17:00:00,,14.0,32.0,0.4,15.0,25.0,120
2018-09-02 18:00:00,,22.0,33.0,0.7,39.0,37.0,120
2018-09-02 19:00:00,,9.0,29.0,0.7,24.0,48.0,120
2018-09-02 20:00:00,,19.0,37.0,0.8,59.0,35.0,120
2018-09-02 21:00:00,,16.0,37.0,0.7,36.0,22.0,120
2018-09-02 22:00:00,,21.0,43.0,0.8,38.0,17.0,120
2018-09-02 23:00:00,,32.0,51.0,0.8,34.0,17.0,120
2018-09-03 00:00:00,,5.0,36.0,0.5,36.0,20.0,120
2018-09-03 01:00:00,,,,0.2,98.0,15.0,120
2018-09-03 02:00:00,,4.0,17.0,0.2,44.0,4.0,120
2018-09-03 03:00:00,,12.0,31.0,0.3,21.0,9.0,120
2018-09-03 04:00:00,,18.0,34.0,0.3,43.0,15.0,120
2018-09-03 05:00:00,,27.0,50.0,,36.0,20.0,120
2018-09-03 06:00:00,,58.0,56.0,0.6,41.0,17.0,120
2018-09-03 07:00:00,,113.0,59.0,1.1,45.0,21.0,120
2018-09-03 08:00:00,,135.0,67.0,1.5,42.0,26.0,120
2018-09-03 09:00:00,,98.0,66.0,1.4,82.0,37.0,120
2018-09-03 10:00:00,,50.0,55.0,0.9,67.0,44.0,120
2018-09-03 11:00:00,,28.0,45.0,0.7,54.0,27.0,120
