date,tc,rh,sr,ws,wd,code
2017-09-01 00:00:00,,,,,,278
2017-09-01 01:00:00,17.4,76.0,0.0,1.3,172.0,278
2017-09-01 02:00:00,17.0,79.0,0.0,1.8,155.0,278
2017-09-01 03:00:00,17.1,79.0,0.0,1.5,140.0,278
2017-09-01 04:00:00,17.3,79.0,0.0,0.4,172.0,278
2017-09-01 05:00:00,17.4,78.0,0.0,0.7,72.0,278
2017-09-01 06:00:00,17.3,78.0,0.0,0.5,306.0,278
2017-09-01 07:00:00,17.0,80.0,2.0,0.3,218.0,278
2017-09-01 08:00:00,17.8,79.0,55.0,0.9,69.0,278
2017-09-01 09:00:00,19.6,70.0,223.0,1.2,67.0,278
2017-09-01 10:00:00,22.9,58.0,536.0,1.2,46.0,278
2017-09-01 11:00:00,23.9,54.0,515.0,1.4,59.0,278
2017-09-01 12:00:00,25.4,46.0,686.0,2.5,61.0,278
2017-09-01 13:00:00,25.7,47.0,726.0,2.1,75.0,278
2017-09-01 14:00:00,26.9,43.0,755.0,2.1,55.0,278
2017-09-01 15:00:00,26.9,44.0,630.0,1.8,72.0,278
2017-09-01 16:00:00,24.4,53.0,449.0,2.4,147.0,278
2017-09-01 17:00:00,21.8,59.0,82.0,2.3,164.0,278
2017-09-01 18:00:00,,66.0,15.0,2.2,181.0,278
2017-09-01 19:00:00,,72.0,0.0,2.2,186.0,278
2017-09-01 20:00:00,16.7,76.0,0.0,1.1,176.0,278
2017-09-01 21:00:00,16.2,78.0,0.0,1.5,158.0,278
2017-09-01 22:00:00,15.4,79.0,0.0,0.8,152.0,278
2017-09-01 23:00:00,15.4,81.0,0.0,1.3,106.0,278
2017-09-02 00:00:00,15.9,80.0,0.0,1.4,121.0,278
2017-09-02 01:00:00,16.0,80.0,0.0,1.0,90.0,278
2017-09-02 02:00:00,15.9,79.0,0.0,1.6,103.0,278
2017-09-02 03:00:00,16.1,76.0,0.0,1.8,94.0,278
2017-09-02 04:00:00,16.2,74.0,0.0,1.8,100.0,278
2017-09-02 05:00:00,16.1,74.0,0.0,2.0,90.0,278
2017-09-02 06:00:00,15.7,74.0,0.0,2.1,93.0,278
2017-09-02 07:00:00,15.3,75.0,18.0,1.8,93.0,278
2017-09-02 08:00:00,17.0,70.0,188.0,2.1,93.0,278
2017-09-02 09:00:00,17.9,67.0,261.0,2.9,72.0,278
2017-09-02 10:00:00,19.2,60.0,428.0,2.9,85.0,278
2017-09-02 11:00:00,21.5,52.0,721.0,2.8,76.0,278
2017-09-02 12:00:00,23.0,47.0,867.0,3.1,79.0,278
