date,tc,rh,sr,ws,wd,code
2017-09-01 00:00:00,,,,,,258
2017-09-01 01:00:00,18.9,99.0,0.0,1.3,127.0,258
2017-09-01 02:00:00,18.5,98.0,0.0,1.7,136.0,258
2017-09-01 03:00:00,18.3,99.0,0.0,1.0,135.0,258
2017-09-01 04:00:00,18.3,99.0,0.0,1.0,135.0,258
2017-09-01 05:00:00,18.1,100.0,0.0,1.1,107.0,258
2017-09-01 06:00:00,18.0,,0.0,1.2,112.0,258
2017-09-01 07:00:00,17.9,,4.0,1.0,107.0,258
2017-09-01 08:00:00,18.3,99.0,54.0,1.0,104.0,258
2017-09-01 09:00:00,18.7,97.0,86.0,1.2,113.0,258
2017-09-01 10:00:00,19.4,94.0,239.0,1.8,120.0,258
2017-09-01 11:00:00,21.2,80.0,278.0,1.8,116.0,258
2017-09-01 12:00:00,22.0,76.0,326.0,1.8,111.0,258
2017-09-01 13:00:00,22.2,74.0,309.0,1.8,111.0,258
2017-09-01 14:00:00,21.9,74.0,208.0,1.8,111.0,258
2017-09-01 15:00:00,22.0,72.0,254.0,1.7,111.0,258
2017-09-01 16:00:00,21.7,72.0,174.0,1.9,109.0,258
2017-09-01 17:00:00,21.4,74.0,97.0,1.9,108.0,258
2017-09-01 18:00:00,20.9,75.0,27.0,1.4,105.0,258
2017-09-01 19:00:00,20.1,78.0,0.0,1.0,114.0,258
2017-09-01 20:00:00,19.8,78.0,0.0,1.0,103.0,258
2017-09-01 21:00:00,19.8,75.0,0.0,1.1,115.0,258
2017-09-01 22:00:00,19.8,76.0,0.0,0.9,109.0,258
2017-09-01 23:00:00,19.5,79.0,0.0,0.8,105.0,258
2017-09-02 00:00:00,19.2,82.0,0.0,0.0,777.0,258
2017-09-02 01:00:00,19.4,82.0,0.0,0.0,777.0,258
2017-09-02 02:00:00,19.2,82.0,0.0,0.0,777.0,258
2017-09-02 03:00:00,18.0,89.0,0.0,0.0,777.0,258
2017-09-02 04:00:00,17.4,93.0,0.0,0.0,777.0,258
2017-09-02 05:00:00,17.3,93.0,0.0,0.0,777.0,258
2017-09-02 06:00:00,17.1,92.0,0.0,0.0,777.0,258
2017-09-02 07:00:00,16.5,96.0,10.0,0.0,777.0,258
2017-09-02 08:00:00,17.5,93.0,111.0,0.0,777.0,258
2017-09-02 09:00:00,21.8,72.0,391.0,0.9,130.0,258
2017-09-02 10:00:00,22.5,66.0,335.0,1.4,122.0,258
2017-09-02 11:00:00,24.0,61.0,283.0,1.6,108.0,258
2017-09-02 12:00:00,24.9,57.0,787.0,1.6,89.0,258
2017-09-02 13:00:00,25.5,56.0,882.0,1.7,114.0,258
2017-09-02 14:00:00,24.7,61.0,610.0,2.1,145.0,258
2017-09-02 15:00:00,24.7,59.0,607.0,1.7,120.0,258
2017-09-02 16:00:00,24.3,61.0,335.0,1.4,101.0,258
2017-09-02 17:00:00,23.0,67.0,96.0,1.4,116.0,258
2017-09-02 18:00:00,21.6,73.0,17.0,1.0,109.0,258
2017-09-02 19:00:00,20.7,75.0,0.0,0.9,106.0,258
2017-09-02 20:00:00,20.1,80.0,0.0,0.7,115.0,258
2017-09-02 21:00:00,19.7,83.0,0.0,0.6,103.0,258
2017-09-02 22:00:00,18.9,87.0,0.0,0.0,777.0,258
2017-09-02 23:00:00,18.3,88.0,0.0,0.0,777.0,258
2017-09-03 00:00:00,18.1,91.0,0.0,0.0,777.0,258
2017-09-03 01:00:00,17.7,92.0,0.0,0.0,777.0,258
2017-09-03 02:00:00,17.3,92.0,0.0,0.0,777.0,258
2017-09-03 03:00:00,17.0,92.0,0.0,0.0,777.0,258
2017-09-03 04:00:00,16.5,94.0,0.0,0.0,777.0,258
2017-09-03 05:00:00,16.1,95.0,0.0,0.0,777.0,258
2017-09-03 06:00:00,16.1,96.0,0.0,0.0,777.0,258
2017-09-03 07:00:00,16.1,97.0,12.0,0.0,777.0,258
2017-09-03 08:00:00,17.0,94.0,115.0,0.0,777.0,258
2017-09-03 09:00:00,20.6,79.0,370.0,0.7,113.0,258
2017-09-03 10:00:00,21.4,77.0,412.0,1.1,138.0,258
2017-09-03 11:00:00,22.8,73.0,272.0,1.5,142.0,258
2017-09-03 12:00:00,23.2,72.0,802.0,2.0,147.0,258
2017-09-03 13:00:00,23.6,70.0,811.0,1.7,142.0,258
2017-09-03 14:00:00,23.4,69.0,414.0,1.2,127.0,258
2017-09-03 15:00:00,23.1,70.0,276.0,1.2,136.0,258
2017-09-03 16:00:00,22.7,70.0,189.0,1.1,142.0,258
2017-09-03 17:00:00,21.8,71.0,76.0,0.9,149.0,258
2017-09-03 18:00:00,21.3,74.0,14.0,0.0,777.0,258
2017-09-03 19:00:00,20.2,80.0,0.0,0.6,143.0,258
2017-09-03 20:00:00,19.5,86.0,0.0,0.0,777.0,258
2017-09-03 21:00:00,19.1,89.0,0.0,0.0,777.0,258
2017-09-03 22:00:00,18.4,92.0,0.0,0.0,777.0,258
2017-09-03 23:00:00,18.0,94.0,0.0,0.0,777.0,258
2017-09-04 00:00:00,17.7,96.0,0.0,0.0,777.0,258
2017-09-04 01:00:00,17.1,97.0,0.0,0.0,777.0,258
2017-09-04 02:00:00,16.8,98.0,0.0,0.0,777.0,258
2017-09-04 03:00:00,16.6,99.0,0.0,0.0,777.0,258
2017-09-04 04:00:00,16.4,99.0,0.0,0.0,777.0,258
