date,tc,rh,sr,ws,wd,code
2016-09-01 00:00:00,,,,,,270
2016-09-01 01:00:00,16.4,89.0,0.0,1.4,302.0,270
2016-09-01 02:00:00,16.6,86.0,0.0,1.0,316.0,270
2016-09-01 03:00:00,16.2,86.0,0.0,1.3,286.0,270
2016-09-01 04:00:00,15.6,88.0,0.0,1.2,280.0,270
2016-09-01 05:00:00,15.0,89.0,0.0,1.6,269.0,270
2016-09-01 06:00:00,14.3,90.0,0.0,0.9,264.0,270
2016-09-01 07:00:00,14.1,91.0,12.0,1.3,263.0,270
2016-09-01 08:00:00,13.9,91.0,93.0,1.5,262.0,270
2016-09-01 09:00:00,15.3,90.0,414.0,1.2,252.0,270
2016-09-01 10:00:00,18.3,74.0,523.0,1.4,263.0,270
2016-09-01 11:00:00,20.9,56.0,756.0,2.3,152.0,270
2016-09-01 12:00:00,21.6,51.0,670.0,3.0,162.0,270
2016-09-01 13:00:00,22.6,47.0,739.0,2.6,116.0,270
2016-09-01 14:00:00,23.5,44.0,793.0,2.7,157.0,270
2016-09-01 15:00:00,24.0,43.0,657.0,2.7,178.0,270
2016-09-01 16:00:00,23.5,46.0,458.0,3.3,165.0,270
2016-09-01 17:00:00,22.3,51.0,249.0,3.3,168.0,270
2016-09-01 18:00:00,20.2,59.0,54.0,3.4,169.0,270
2016-09-01 19:00:00,18.2,66.0,0.0,3.1,162.0,270
2016-09-01 20:00:00,17.2,72.0,0.0,2.4,155.0,270
2016-09-01 21:00:00,16.8,75.0,0.0,2.4,147.0,270
2016-09-01 22:00:00,17.1,74.0,0.0,2.3,144.0,270
2016-09-01 23:00:00,17.3,76.0,0.0,2.0,161.0,270
2016-09-02 00:00:00,17.4,79.0,0.0,2.1,149.0,270
2016-09-02 01:00:00,17.3,80.0,0.0,2.4,149.0,270
2016-09-02 02:00:00,17.0,79.0,0.0,2.4,145.0,270
2016-09-02 03:00:00,16.8,78.0,0.0,2.2,154.0,270
2016-09-02 04:00:00,16.6,79.0,0.0,2.3,140.0,270
2016-09-02 05:00:00,16.6,79.0,0.0,2.1,156.0,270
2016-09-02 06:00:00,16.8,80.0,0.0,2.3,123.0,270
2016-09-02 07:00:00,16.9,81.0,6.0,2.2,116.0,270
2016-09-02 08:00:00,17.2,81.0,43.0,2.4,116.0,270
2016-09-02 09:00:00,17.6,81.0,103.0,2.5,121.0,270
2016-09-02 10:00:00,18.7,78.0,199.0,2.6,114.0,270
2016-09-02 11:00:00,19.6,74.0,306.0,2.9,113.0,270
2016-09-02 12:00:00,20.9,69.0,444.0,2.7,118.0,270
2016-09-02 13:00:00,23.0,61.0,726.0,3.2,107.0,270
2016-09-02 14:00:00,24.5,56.0,830.0,2.4,114.0,270
2016-09-02 15:00:00,24.9,56.0,626.0,3.3,178.0,270
2016-09-02 16:00:00,22.8,65.0,365.0,4.0,176.0,270
2016-09-02 17:00:00,20.3,75.0,110.0,3.3,180.0,270
2016-09-02 18:00:00,18.9,81.0,9.0,2.8,169.0,270
2016-09-02 19:00:00,18.7,83.0,0.0,2.7,167.0,270
2016-09-02 20:00:00,18.7,83.0,0.0,2.6,139.0,270
2016-09-02 21:00:00,18.8,83.0,0.0,2.7,149.0,270
2016-09-02 22:00:00,18.9,83.0,0.0,2.2,117.0,270
2016-09-02 23:00:00,19.1,82.0,0.0,2.3,131.0,270
2016-09-03 00:00:00,19.2,82.0,0.0,2.3,139.0,270
2016-09-03 01:00:00,19.2,82.0,0.0,2.8,124.0,270
2016-09-03 02:00:00,19.2,82.0,0.0,2.4,122.0,270
2016-09-03 03:00:00,19.2,81.0,0.0,3.0,118.0,270
2016-09-03 04:00:00,19.2,81.0,0.0,2.4,110.0,270
2016-09-03 05:00:00,19.1,82.0,0.0,2.4,111.0,270
2016-09-03 06:00:00,19.2,81.0,0.0,1.8,114.0,270
2016-09-03 07:00:00,19.3,81.0,7.0,2.0,109.0,270
2016-09-03 08:00:00,19.7,80.0,97.0,2.0,113.0,270
2016-09-03 09:00:00,20.7,76.0,270.0,2.6,100.0,270
2016-09-03 10:00:00,21.4,71.0,294.0,3.4,81.0,270
2016-09-03 11:00:00,22.2,67.0,358.0,3.2,83.0,270
2016-09-03 12:00:00,23.2,64.0,555.0,2.0,116.0,270
2016-09-03 13:00:00,24.4,58.0,474.0,1.8,100.0,270
2016-09-03 14:00:00,25.8,52.0,563.0,1.7,134.0,270
2016-09-03 15:00:00,25.7,52.0,362.0,2.2,121.0,270
2016-09-03 16:00:00,24.4,64.0,231.0,3.1,175.0,270
2016-09-03 17:00:00,22.6,71.0,130.0,3.2,174.0,270
2016-09-03 18:00:00,21.0,78.0,22.0,2.8,188.0,270
2016-09-03 19:00:00,20.0,82.0,0.0,2.5,165.0,270
2016-09-03 20:00:00,19.9,82.0,0.0,2.6,176.0,270
2016-09-03 21:00:00,19.5,83.0,0.0,2.2,182.0,270
2016-09-03 22:00:00,19.4,82.0,0.0,2.0,177.0,270
2016-09-03 23:00:00,19.3,81.0,0.0,2.1,172.0,270
2016-09-04 00:00:00,19.1,83.0,0.0,1.6,182.0,270
2016-09-04 01:00:00,19.0,84.0,0.0,1.7,177.0,270
2016-09-04 02:00:00,18.7,85.0,0.0,1.5,161.0,270
2016-09-04 03:00:00,18.7,86.0,0.0,1.7,179.0,270
2016-09-04 04:00:00,18.6,86.0,0.0,1.3,177.0,270
2016-09-04 05:00:00,18.5,86.0,0.0,1.0,195.0,270
2016-09-04 06:00:00,18.5,86.0,0.0,0.8,185.0,270
2016-09-04 07:00:00,18.4,87.0,18.0,1.0,174.0,270
2016-09-04 08:00:00,18.8,86.0,75.0,0.8,187.0,270
2016-09-04 09:00:00,19.6,80.0,119.0,0.6,888.0,270
2016-09-04 10:00:00,20.5,73.0,163.0,1.3,330.0,270
2016-09-04 11:00:00,21.1,65.0,185.0,1.7,335.0,270
2016-09-04 12:00:00,21.6,62.0,209.0,1.7,1.0,270
2016-09-04 13:00:00,21.5,63.0,157.0,2.5,324.0,270
2016-09-04 14:00:00,21.4,68.0,187.0,1.9,311.0,270
2016-09-04 15:00:00,21.5,66.0,166.0,2.0,27.0,270
2016-09-04 16:00:00,21.7,64.0,112.0,2.1,326.0,270
2016-09-04 17:00:00,21.7,65.0,51.0,1.7,327.0,270
2016-09-04 18:00:00,21.5,67.0,14.0,1.5,305.0,270
2016-09-04 19:00:00,21.1,70.0,0.0,1.6,315.0,270
2016-09-04 20:00:00,20.6,72.0,0.0,1.1,284.0,270
2016-09-04 21:00:00,20.5,73.0,0.0,1.1,300.0,270
