date,o3,no,no2,co,pm10,pm2.5,code
2018-09-01 00:00:00,,,,,,,264
2018-09-01 01:00:00,2.0,,,,84.0,32.0,264
2018-09-01 02:00:00,1.0,73.0,80.0,,78.0,29.0,264
2018-09-01 03:00:00,2.0,54.0,73.0,,81.0,50.0,264
2018-09-01 04:00:00,1.0,46.0,71.0,,70.0,44.0,264
2018-09-01 05:00:00,1.0,37.0,57.0,,63.0,28.0,264
2018-09-01 06:00:00,1.0,35.0,56.0,,51.0,30.0,264
2018-09-01 07:00:00,8.0,6.0,40.0,,43.0,28.0,264
2018-09-01 08:00:00,22.0,6.0,29.0,,41.0,22.0,264
2018-09-01 09:00:00,40.0,3.0,19.0,,31.0,6.0,264
2018-09-01 10:00:00,53.0,4.0,21.0,,35.0,9.0,264
2018-09-01 11:00:00,60.0,7.0,31.0,,62.0,18.0,264
2018-09-01 12:00:00,86.0,2.0,14.0,,43.0,21.0,264
2018-09-01 13:00:00,94.0,1.0,9.0,,30.0,14.0,264
2018-09-01 14:00:00,99.0,1.0,5.0,,23.0,7.0,264
2018-09-01 15:00:00,102.0,1.0,8.0,,21.0,10.0,264
2018-09-01 16:00:00,111.0,1.0,8.0,,30.0,26.0,264
2018-09-01 17:00:00,90.0,2.0,29.0,,34.0,10.0,264
2018-09-01 18:00:00,53.0,2.0,46.0,,72.0,53.0,264
2018-09-01 19:00:00,36.0,1.0,32.0,,52.0,44.0,264
2018-09-01 20:00:00,35.0,1.0,32.0,,34.0,19.0,264
2018-09-01 21:00:00,36.0,0.0,34.0,,34.0,15.0,264
2018-09-01 22:00:00,29.0,0.0,42.0,,38.0,22.0,264
2018-09-01 23:00:00,33.0,0.0,36.0,,46.0,37.0,264
2018-09-02 00:00:00,27.0,0.0,37.0,,49.0,36.0,264
2018-09-02 01:00:00,21.0,,,,42.0,54.0,264
2018-09-02 02:00:00,11.0,16.0,50.0,,41.0,40.0,264
2018-09-02 03:00:00,1.0,14.0,54.0,,53.0,45.0,264
2018-09-02 04:00:00,14.0,1.0,29.0,,49.0,38.0,264
2018-09-02 05:00:00,9.0,4.0,32.0,,41.0,33.0,264
2018-09-02 06:00:00,15.0,1.0,25.0,,43.0,27.0,264
2018-09-02 07:00:00,15.0,5.0,26.0,,51.0,39.0,264
2018-09-02 08:00:00,29.0,3.0,19.0,,47.0,34.0,264
2018-09-02 09:00:00,49.0,2.0,17.0,,46.0,24.0,264
2018-09-02 10:00:00,68.0,2.0,13.0,,46.0,21.0,264
2018-09-02 11:00:00,85.0,1.0,14.0,,37.0,16.0,264
2018-09-02 12:00:00,94.0,2.0,15.0,,40.0,26.0,264
