date,o3,no,no2,co,pm10,pm2.5,code
2018-09-01 00:00:00,,,,,,,66
2018-09-01 01:00:00,,,,,52.0,,66
2018-09-01 02:00:00,,6.0,31.0,,104.0,,66
2018-09-01 03:00:00,,11.0,53.0,,55.0,,66
2018-09-01 04:00:00,,17.0,38.0,,94.0,,66
2018-09-01 05:00:00,,44.0,46.0,,70.0,,66
2018-09-01 06:00:00,,89.0,45.0,,178.0,,66
2018-09-01 07:00:00,,81.0,40.0,,98.0,,66
2018-09-01 08:00:00,,58.0,40.0,,69.0,,66
2018-09-01 09:00:00,,12.0,24.0,,89.0,,66
2018-09-01 10:00:00,,21.0,35.0,,107.0,,66
2018-09-01 11:00:00,,36.0,51.0,,132.0,,66
2018-09-01 12:00:00,,22.0,43.0,,210.0,,66
2018-09-01 13:00:00,,24.0,51.0,,234.0,,66
2018-09-01 14:00:00,,13.0,30.0,,221.0,,66
2018-09-01 15:00:00,,22.0,31.0,,340.0,,66
2018-09-01 16:00:00,,8.0,15.0,,167.0,,66
2018-09-01 17:00:00,,32.0,28.0,,136.0,,66
2018-09-01 18:00:00,,22.0,30.0,,142.0,,66
2018-09-01 19:00:00,,48.0,55.0,,140.0,,66
2018-09-01 20:00:00,,35.0,50.0,,91.0,,66
2018-09-01 21:00:00,,13.0,40.0,,113.0,,66
2018-09-01 22:00:00,,30.0,38.0,,127.0,,66
2018-09-01 23:00:00,,45.0,40.0,,143.0,,66
2018-09-02 00:00:00,,54.0,40.0,,96.0,,66
2018-09-02 01:00:00,,,,,90.0,,66
2018-09-02 02:00:00,,59.0,36.0,,128.0,,66
2018-09-02 03:00:00,,60.0,41.0,,79.0,,66
2018-09-02 04:00:00,,57.0,35.0,,68.0,,66
2018-09-02 05:00:00,,83.0,35.0,,98.0,,66
2018-09-02 06:00:00,,154.0,41.0,,120.0,,66
2018-09-02 07:00:00,,162.0,37.0,,121.0,,66
2018-09-02 08:00:00,,137.0,39.0,,138.0,,66
2018-09-02 09:00:00,,83.0,43.0,,107.0,,66
2018-09-02 10:00:00,,37.0,43.0,,87.0,,66
2018-09-02 11:00:00,,38.0,42.0,,85.0,,66
2018-09-02 12:00:00,,35.0,40.0,,99.0,,66
2018-09-02 13:00:00,,26.0,32.0,,130.0,,66
2018-09-02 14:00:00,,17.0,28.0,,122.0,,66
2018-09-02 15:00:00,,16.0,34.0,,119.0,,66
2018-09-02 16:00:00,,26.0,38.0,,74.0,,66
2018-09-02 17:00:00,,9.0,41.0,,69.0,,66
2018-09-02 18:00:00,,30.0,52.0,,74.0,,66
2018-09-02 19:00:00,,36.0,48.0,,93.0,,66
2018-09-02 20:00:00,,29.0,39.0,,66.0,,66
2018-09-02 21:00:00,,53.0,41.0,,60.0,,66
2018-09-02 22:00:00,,96.0,47.0,,64.0,,66
2018-09-02 23:00:00,,39.0,38.0,,54.0,,66
2018-09-03 00:00:00,,80.0,37.0,,63.0,,66
2018-09-03 01:00:00,,,,,63.0,,66
2018-09-03 02:00:00,,62.0,43.0,,129.0,,66
2018-09-03 03:00:00,,44.0,47.0,,89.0,,66
2018-09-03 04:00:00,,70.0,46.0,,120.0,,66
2018-09-03 05:00:00,,88.0,56.0,,108.0,,66
2018-09-03 06:00:00,,118.0,48.0,,142.0,,66
2018-09-03 07:00:00,,171.0,52.0,,130.0,,66
2018-09-03 08:00:00,,113.0,54.0,,136.0,,66
2018-09-03 09:00:00,,101.0,59.0,,175.0,,66
2018-09-03 10:00:00,,51.0,42.0,,194.0,,66
2018-09-03 11:00:00,,21.0,32.0,,125.0,,66
2018-09-03 12:00:00,,32.0,46.0,,87.0,,66
2018-09-03 13:00:00,,37.0,45.0,,140.0,,66
2018-09-03 14:00:00,,34.0,46.0,,110.0,,66
2018-09-03 15:00:00,,64.0,56.0,,88.0,,66
2018-09-03 16:00:00,,55.0,66.0,,51.0,,66
