date,tc,rh,sr,ws,wd,code
2018-09-01 00:00:00,,,,,,275
2018-09-01 01:00:00,19.9,57.0,0.0,1.5,133.0,275
2018-09-01 02:00:00,19.2,59.0,0.0,1.3,137.0,275
2018-09-01 03:00:00,18.7,60.0,0.0,0.9,157.0,275
2018-09-01 04:00:00,17.9,64.0,0.0,0.9,167.0,275
2018-09-01 05:00:00,17.2,67.0,0.0,1.2,154.0,275
2018-09-01 06:00:00,16.7,69.0,0.0,1.0,149.0,275
2018-09-01 07:00:00,16.4,70.0,9.0,1.3,145.0,275
2018-09-01 08:00:00,18.1,64.0,129.0,0.9,148.0,275
2018-09-01 09:00:00,22.5,50.0,339.0,1.2,106.0,275
2018-09-01 10:00:00,27.3,33.0,551.0,3.7,42.0,275
2018-09-01 11:00:00,28.6,31.0,674.0,4.5,32.0,275
2018-09-01 12:00:00,30.4,29.0,820.0,3.4,31.0,275
2018-09-01 13:00:00,31.5,24.0,860.0,3.4,33.0,275
2018-09-01 14:00:00,32.3,20.0,820.0,2.5,56.0,275
2018-09-01 15:00:00,32.7,21.0,201.0,2.1,42.0,275
2018-09-01 16:00:00,33.3,20.0,94.0,1.4,271.0,275
2018-09-01 17:00:00,33.2,20.0,127.0,1.7,316.0,275
2018-09-01 18:00:00,31.8,21.0,41.0,0.9,328.0,275
2018-09-01 19:00:00,30.4,24.0,0.0,0.8,348.0,275
2018-09-01 20:00:00,29.1,29.0,0.0,1.2,139.0,275
2018-09-01 21:00:00,25.8,48.0,0.0,3.0,156.0,275
2018-09-01 22:00:00,23.1,60.0,0.0,3.4,150.0,275
2018-09-01 23:00:00,21.6,64.0,0.0,2.8,140.0,275
2018-09-02 00:00:00,20.8,67.0,0.0,2.2,152.0,275
2018-09-02 01:00:00,19.9,70.0,0.0,2.2,151.0,275
2018-09-02 02:00:00,19.3,73.0,0.0,1.9,149.0,275
2018-09-02 03:00:00,18.8,75.0,0.0,1.4,138.0,275
2018-09-02 04:00:00,18.3,75.0,0.0,1.6,135.0,275
2018-09-02 05:00:00,17.9,76.0,0.0,1.8,140.0,275
2018-09-02 06:00:00,17.6,75.0,0.0,1.0,140.0,275
2018-09-02 07:00:00,17.8,73.0,9.0,1.0,128.0,275
2018-09-02 08:00:00,19.5,65.0,126.0,0.7,157.0,275
2018-09-02 09:00:00,22.3,55.0,300.0,1.1,177.0,275
2018-09-02 10:00:00,27.2,36.0,504.0,3.2,57.0,275
2018-09-02 11:00:00,29.0,32.0,614.0,3.6,35.0,275
2018-09-02 12:00:00,30.3,29.0,655.0,3.9,19.0,275
2018-09-02 13:00:00,30.9,28.0,545.0,3.9,13.0,275
2018-09-02 14:00:00,32.3,25.0,803.0,3.5,19.0,275
2018-09-02 15:00:00,32.9,24.0,193.0,2.8,321.0,275
2018-09-02 16:00:00,33.4,23.0,89.0,2.6,306.0,275
2018-09-02 17:00:00,33.2,23.0,75.0,2.2,324.0,275
2018-09-02 18:00:00,31.9,25.0,29.0,1.5,349.0,275
2018-09-02 19:00:00,30.2,28.0,0.0,0.9,313.0,275
2018-09-02 20:00:00,29.1,33.0,0.0,1.4,208.0,275
2018-09-02 21:00:00,28.2,36.0,0.0,1.0,198.0,275
2018-09-02 22:00:00,27.7,38.0,0.0,2.2,109.0,275
2018-09-02 23:00:00,26.2,44.0,0.0,4.2,290.0,275
2018-09-03 00:00:00,22.0,68.0,0.0,3.9,268.0,275
2018-09-03 01:00:00,20.3,76.0,0.0,2.4,263.0,275
2018-09-03 02:00:00,19.4,80.0,0.0,1.7,283.0,275
2018-09-03 03:00:00,19.0,83.0,0.0,1.9,312.0,275
2018-09-03 04:00:00,18.7,85.0,0.0,1.5,289.0,275
2018-09-03 05:00:00,18.6,87.0,0.0,1.4,306.0,275
2018-09-03 06:00:00,18.6,86.0,0.0,1.0,108.0,275
2018-09-03 07:00:00,18.7,86.0,6.0,1.3,0.0,275
2018-09-03 08:00:00,19.3,83.0,81.0,2.0,41.0,275
2018-09-03 09:00:00,20.6,77.0,302.0,2.6,24.0,275
2018-09-03 10:00:00,22.8,66.0,512.0,3.0,35.0,275
2018-09-03 11:00:00,24.9,57.0,580.0,2.8,11.0,275
2018-09-03 12:00:00,23.4,71.0,279.0,3.0,310.0,275
2018-09-03 13:00:00,22.0,79.0,162.0,3.6,306.0,275
2018-09-03 14:00:00,19.8,83.0,138.0,3.8,302.0,275
2018-09-03 15:00:00,19.5,79.0,153.0,3.1,305.0,275
2018-09-03 16:00:00,20.0,74.0,87.0,3.8,295.0,275
2018-09-03 17:00:00,19.4,75.0,46.0,2.9,305.0,275
2018-09-03 18:00:00,18.4,79.0,6.0,3.0,284.0,275
