date,tc,rh,sr,ws,wd,code
2018-09-01 00:00:00,,,,,,273
2018-09-01 01:00:00,19.9,54.0,,0.0,777.0,273
2018-09-01 02:00:00,19.7,54.0,,0.0,777.0,273
2018-09-01 03:00:00,20.3,53.0,,1.0,89.0,273
2018-09-01 04:00:00,19.6,56.0,,0.8,71.0,273
2018-09-01 05:00:00,20.1,53.0,,1.2,92.0,273
2018-09-01 06:00:00,20.5,52.0,,1.3,99.0,273
2018-09-01 07:00:00,20.4,52.0,,1.3,95.0,273
2018-09-01 08:00:00,22.2,47.0,,1.2,95.0,273
2018-09-01 09:00:00,25.7,38.0,,2.0,23.0,273
2018-09-01 10:00:00,27.9,33.0,,2.4,19.0,273
2018-09-01 11:00:00,30.0,29.0,,2.5,15.0,273
2018-09-01 12:00:00,31.8,26.0,,2.0,19.0,273
2018-09-01 13:00:00,33.2,22.0,,1.6,19.0,273
2018-09-01 14:00:00,33.9,19.0,,1.7,21.0,273
2018-09-01 15:00:00,34.6,18.0,,1.3,243.0,273
2018-09-01 16:00:00,34.3,18.0,,0.9,164.0,273
2018-09-01 17:00:00,34.1,19.0,,1.1,17.0,273
2018-09-01 18:00:00,32.5,20.0,,0.0,777.0,273
2018-09-01 19:00:00,30.2,27.0,,0.7,91.0,273
2018-09-01 20:00:00,28.6,32.0,,0.7,90.0,273
2018-09-01 21:00:00,27.3,33.0,,0.8,94.0,273
2018-09-01 22:00:00,25.8,38.0,,1.0,176.0,273
2018-09-01 23:00:00,25.0,42.0,,0.0,777.0,273
2018-09-02 00:00:00,24.1,46.0,,0.0,777.0,273
2018-09-02 01:00:00,22.1,53.0,,1.2,164.0,273
2018-09-02 02:00:00,20.1,63.0,,0.0,777.0,273
2018-09-02 03:00:00,19.3,65.0,,0.0,777.0,273
2018-09-02 04:00:00,18.5,70.0,,0.0,777.0,273
2018-09-02 05:00:00,18.1,67.0,,0.7,95.0,273
2018-09-02 06:00:00,18.5,62.0,,0.6,93.0,273
2018-09-02 07:00:00,19.2,56.0,,1.1,93.0,273
2018-09-02 08:00:00,21.3,49.0,,1.5,91.0,273
2018-09-02 09:00:00,23.8,43.0,,1.0,32.0,273
2018-09-02 10:00:00,26.6,37.0,,1.5,18.0,273
2018-09-02 11:00:00,29.7,32.0,,1.9,17.0,273
2018-09-02 12:00:00,31.5,28.0,,2.3,248.0,273
2018-09-02 13:00:00,33.0,24.0,,2.4,248.0,273
2018-09-02 14:00:00,33.8,22.0,,2.1,246.0,273
2018-09-02 15:00:00,34.4,21.0,,1.4,244.0,273
2018-09-02 16:00:00,34.9,21.0,,1.5,239.0,273
2018-09-02 17:00:00,34.3,20.0,,1.0,17.0,273
2018-09-02 18:00:00,32.6,24.0,,0.0,777.0,273
2018-09-02 19:00:00,30.4,29.0,,0.0,777.0,273
2018-09-02 20:00:00,29.1,33.0,,0.0,777.0,273
2018-09-02 21:00:00,27.1,40.0,,1.0,83.0,273
2018-09-02 22:00:00,26.2,48.0,,2.0,195.0,273
2018-09-02 23:00:00,24.6,62.0,,1.5,190.0,273
2018-09-03 00:00:00,23.2,69.0,,1.9,194.0,273
2018-09-03 01:00:00,21.3,74.0,,2.1,161.0,273
2018-09-03 02:00:00,20.4,77.0,,1.4,197.0,273
2018-09-03 03:00:00,19.9,80.0,,1.3,172.0,273
2018-09-03 04:00:00,19.6,82.0,,0.8,220.0,273
2018-09-03 05:00:00,19.2,84.0,,0.0,777.0,273
2018-09-03 06:00:00,19.2,84.0,,0.0,777.0,273
2018-09-03 07:00:00,18.8,85.0,,0.0,777.0,273
2018-09-03 08:00:00,19.9,82.0,,0.8,241.0,273
2018-09-03 09:00:00,22.4,71.0,,1.2,13.0,273
2018-09-03 10:00:00,24.4,64.0,,1.6,20.0,273
2018-09-03 11:00:00,23.6,65.0,,2.5,230.0,273
2018-09-03 12:00:00,21.8,70.0,,3.1,226.0,273
2018-09-03 13:00:00,19.7,73.0,,3.0,226.0,273
2018-09-03 14:00:00,20.9,66.0,,2.6,230.0,273
2018-09-03 15:00:00,20.5,67.0,,3.1,229.0,273
2018-09-03 16:00:00,19.1,70.0,,3.1,223.0,273
2018-09-03 17:00:00,18.1,74.0,,2.4,238.0,273
2018-09-03 18:00:00,17.3,78.0,,1.7,222.0,273
2018-09-03 19:00:00,16.0,78.0,,2.2,223.0,273
2018-09-03 20:00:00,15.5,78.0,,1.1,210.0,273
2018-09-03 21:00:00,15.1,77.0,,1.0,223.0,273
2018-09-03 22:00:00,14.1,79.0,,0.7,218.0,273
2018-09-03 23:00:00,13.9,81.0,,0.9,233.0,273
2018-09-04 00:00:00,13.3,84.0,,1.1,227.0,273
2018-09-04 01:00:00,13.3,81.0,,1.3,223.0,273
2018-09-04 02:00:00,13.3,82.0,,1.2,225.0,273
2018-09-04 03:00:00,12.5,84.0,,0.9,224.0,273
2018-09-04 04:00:00,12.1,86.0,,0.9,226.0,273
2018-09-04 05:00:00,11.9,86.0,,0.0,777.0,273
2018-09-04 06:00:00,12.5,83.0,,0.8,236.0,273
2018-09-04 07:00:00,12.8,81.0,,0.9,233.0,273
2018-09-04 08:00:00,13.3,78.0,,1.1,229.0,273
2018-09-04 09:00:00,14.6,71.0,,1.3,232.0,273
2018-09-04 10:00:00,15.5,66.0,,1.4,210.0,273
2018-09-04 11:00:00,16.8,60.0,,1.2,203.0,273
2018-09-04 12:00:00,17.3,59.0,,1.0,204.0,273
2018-09-04 13:00:00,17.8,58.0,,1.1,203.0,273
2018-09-04 14:00:00,19.1,53.0,,1.1,232.0,273
2018-09-04 15:00:00,20.0,50.0,,1.4,241.0,273
2018-09-04 16:00:00,21.8,44.0,,1.2,240.0,273
2018-09-04 17:00:00,20.6,47.0,,1.2,234.0,273
2018-09-04 18:00:00,17.8,64.0,,3.2,153.0,273
2018-09-04 19:00:00,15.1,81.0,,3.4,135.0,273
2018-09-04 20:00:00,14.8,81.0,,2.2,112.0,273
2018-09-04 21:00:00,14.7,81.0,,1.8,122.0,273
2018-09-04 22:00:00,14.4,84.0,,1.2,149.0,273
2018-09-04 23:00:00,13.9,87.0,,1.0,160.0,273
2018-09-05 00:00:00,14.1,85.0,,0.9,98.0,273
2018-09-05 01:00:00,13.9,85.0,,1.1,94.0,273
2018-09-05 02:00:00,13.4,81.0,,1.0,99.0,273
2018-09-05 03:00:00,13.0,79.0,,1.4,115.0,273
2018-09-05 04:00:00,12.5,80.0,,1.6,109.0,273
2018-09-05 05:00:00,12.2,81.0,,1.5,107.0,273
2018-09-05 06:00:00,11.7,84.0,,0.8,97.0,273
2018-09-05 07:00:00,11.8,81.0,,1.3,114.0,273
2018-09-05 08:00:00,13.6,72.0,,1.6,111.0,273
